customer_id,name,email,country,registration_date,order_id,product_id,order_date,quantity,price,product_name,category,stock,review_id,rating,review_date
10,Megan Simmons,johnsonpamela@mitchell.net,Gibraltar,2023-06-01,3374,294,2024-04-01,5,1300.11,Who Clothing,Accessories,296,,,
10,Megan Simmons,johnsonpamela@mitchell.net,Gibraltar,2023-06-01,4101,41,2024-09-09,10,321.22,Truth Books,Electronics,212,,,
10,Megan Simmons,johnsonpamela@mitchell.net,Gibraltar,2023-06-01,9169,259,2024-01-03,9,442.1,Action Electronics,Books,328,,,
11,Rebecca Wood,peterrubio@yang-thompson.com,Guinea-Bissau,2023-02-05,1695,435,2024-10-25,9,1180.23,Activity Electronics,Furniture,347,,,
11,Rebecca Wood,peterrubio@yang-thompson.com,Guinea-Bissau,2023-02-05,4739,45,2024-02-27,3,762.41,Race Accessories,Electronics,255,,,
11,Rebecca Wood,peterrubio@yang-thompson.com,Guinea-Bissau,2023-02-05,5096,318,2024-04-19,1,999.61,Soon Electronics,Clothing,63,,,
11,Rebecca Wood,peterrubio@yang-thompson.com,Guinea-Bissau,2023-02-05,8701,314,2024-09-23,2,289.86,Mean Electronics,Furniture,24,,,
11,Rebecca Wood,peterrubio@yang-thompson.com,Guinea-Bissau,2023-02-05,9229,493,2024-05-27,3,33.24,Director Accessories,Electronics,455,,,
13,Joshua Solis,jamessummers@gmail.com,Ethiopia,2021-03-15,1778,463,2024-01-20,4,610.86,Power Accessories,Electronics,358,,,
13,Joshua Solis,jamessummers@gmail.com,Ethiopia,2021-03-15,4744,288,2024-04-27,6,920.52,Still Clothing,Furniture,431,,,
13,Joshua Solis,jamessummers@gmail.com,Ethiopia,2021-03-15,5463,407,2024-05-04,1,1379.22,Positive Clothing,Accessories,51,,,
13,Joshua Solis,jamessummers@gmail.com,Ethiopia,2021-03-15,8772,366,2024-10-13,5,337.56,And Furniture,Furniture,209,,,
13,Joshua Solis,jamessummers@gmail.com,Ethiopia,2021-03-15,8822,236,2024-01-10,8,470.95,Degree Accessories,Clothing,154,,,
13,Joshua Solis,jamessummers@gmail.com,Ethiopia,2021-03-15,9946,151,2024-05-24,2,1482.32,Clear Furniture,Electronics,165,,,
14,Samuel Owens,troywalker@yahoo.com,Timor-Leste,2024-05-31,3238,436,2024-05-11,8,101.05,Issue Furniture,Clothing,91,,,
14,Samuel Owens,troywalker@yahoo.com,Timor-Leste,2024-05-31,3448,480,2024-10-19,1,514.21,Worry Clothing,Books,83,,,
14,Samuel Owens,troywalker@yahoo.com,Timor-Leste,2024-05-31,3727,261,2024-02-01,2,155.13,Stock Clothing,Books,16,,,
15,Christopher Miller,berrykristin@gmail.com,Nigeria,2020-01-08,1652,462,2024-05-02,3,488.93,Which Books,Furniture,270,,,
15,Christopher Miller,berrykristin@gmail.com,Nigeria,2020-01-08,3543,427,2024-02-02,1,962.91,Color Books,Furniture,351,,,
15,Christopher Miller,berrykristin@gmail.com,Nigeria,2020-01-08,5525,340,2024-01-15,4,533.28,Responsibility Accessories,Electronics,361,,,
15,Christopher Miller,berrykristin@gmail.com,Nigeria,2020-01-08,7518,300,2024-10-17,6,191.82,Learn Furniture,Accessories,462,,,
15,Christopher Miller,berrykristin@gmail.com,Nigeria,2020-01-08,9026,401,2024-08-10,1,188.03,Visit Electronics,Books,135,,,
16,Jeffrey Brown,jordanwalker@anderson-torres.org,Uganda,2021-01-30,3304,272,2024-10-09,10,731.04,Include Accessories,Books,349,,,
16,Jeffrey Brown,jordanwalker@anderson-torres.org,Uganda,2021-01-30,8865,102,2024-05-18,6,542.68,Management Books,Books,455,,,
16,Jeffrey Brown,jordanwalker@anderson-torres.org,Uganda,2021-01-30,9647,115,2024-02-29,5,1301.44,People Electronics,Clothing,13,,,
17,Eric Moore,daniel89@gmail.com,Turkmenistan,2020-06-24,685,86,2024-04-18,10,327.6,Old Books,Accessories,67,,,
17,Eric Moore,daniel89@gmail.com,Turkmenistan,2020-06-24,5392,474,2024-08-04,5,252.79,See Clothing,Accessories,394,,,
17,Eric Moore,daniel89@gmail.com,Turkmenistan,2020-06-24,8663,10,2024-09-15,3,765.58,Avoid Furniture,Books,235,,,
17,Eric Moore,daniel89@gmail.com,Turkmenistan,2020-06-24,8902,90,2024-08-19,10,672.2,Star Books,Books,13,,,
17,Eric Moore,daniel89@gmail.com,Turkmenistan,2020-06-24,8965,447,2024-03-03,10,1252.84,Exactly Clothing,Books,200,,,
18,Ashley Bennett,evanstodd@boyle.com,Sri Lanka,2021-08-26,1080,214,2024-04-18,6,354.12,Fund Accessories,Books,282,,,
18,Ashley Bennett,evanstodd@boyle.com,Sri Lanka,2021-08-26,3146,487,2024-06-30,5,1245.15,Management Clothing,Books,187,,,
18,Ashley Bennett,evanstodd@boyle.com,Sri Lanka,2021-08-26,3544,101,2024-06-17,4,883.22,Read Books,Furniture,496,,,
18,Ashley Bennett,evanstodd@boyle.com,Sri Lanka,2021-08-26,6261,52,2024-10-19,7,381.79,Situation Books,Accessories,442,,,
18,Ashley Bennett,evanstodd@boyle.com,Sri Lanka,2021-08-26,6299,376,2024-03-30,4,408.2,Character Books,Clothing,492,,,
19,Jessica Suarez,laurawhite@walters.org,Western Sahara,2021-12-11,2738,342,2024-04-14,2,598.98,Since Electronics,Electronics,85,,,
19,Jessica Suarez,laurawhite@walters.org,Western Sahara,2021-12-11,2802,39,2024-09-18,5,1437.96,Inside Electronics,Accessories,250,,,
20,Carlos Smith,pferguson@schmidt.org,Cocos (Keeling) Islands,2021-10-31,4942,228,2024-07-14,5,248.95,Section Books,Books,174,,,
21,Kyle Davis,paulmullins@gmail.com,Christmas Island,2022-07-06,2310,162,2024-06-27,9,273.53,Represent Accessories,Furniture,393,,,
21,Kyle Davis,paulmullins@gmail.com,Christmas Island,2022-07-06,9301,249,2024-05-26,2,698.68,Leader Furniture,Furniture,310,,,
22,Natasha Vega,allencrystal@russell.com,Bulgaria,2020-03-13,925,317,2024-02-17,1,1397.12,Treatment Books,Furniture,16,,,
22,Natasha Vega,allencrystal@russell.com,Bulgaria,2020-03-13,1448,284,2024-04-13,9,611.92,Answer Furniture,Accessories,449,,,
22,Natasha Vega,allencrystal@russell.com,Bulgaria,2020-03-13,3938,200,2024-01-19,8,255.64,Eight Accessories,Electronics,62,,,
22,Natasha Vega,allencrystal@russell.com,Bulgaria,2020-03-13,5540,315,2024-09-22,10,1330.33,Offer Electronics,Clothing,162,,,
22,Natasha Vega,allencrystal@russell.com,Bulgaria,2020-03-13,6126,109,2024-01-13,3,142.27,Note Clothing,Electronics,175,,,
23,Mark Phillips,scain@yahoo.com,Guadeloupe,2020-04-15,762,43,2024-06-12,4,1442.52,Three Furniture,Furniture,453,,,
23,Mark Phillips,scain@yahoo.com,Guadeloupe,2020-04-15,5020,39,2024-07-19,3,1301.09,Inside Electronics,Accessories,250,,,
23,Mark Phillips,scain@yahoo.com,Guadeloupe,2020-04-15,7024,386,2024-10-03,7,833.35,Note Furniture,Clothing,356,,,
24,Karen Hampton,ajoseph@yahoo.com,Russian Federation,2021-10-22,844,400,2024-08-06,2,313.96,Free Clothing,Electronics,60,,,
24,Karen Hampton,ajoseph@yahoo.com,Russian Federation,2021-10-22,4941,133,2024-10-10,7,783.64,Call Books,Furniture,387,,,
24,Karen Hampton,ajoseph@yahoo.com,Russian Federation,2021-10-22,9624,422,2024-05-31,5,1077.88,Two Electronics,Furniture,34,,,
25,Justin Andersen,heidi88@yahoo.com,San Marino,2023-05-26,197,6,2024-01-23,8,760.92,This Furniture,Books,164,,,
25,Justin Andersen,heidi88@yahoo.com,San Marino,2023-05-26,4589,141,2024-03-05,2,277.97,Sea Electronics,Clothing,72,,,
26,April Wheeler,julie07@yahoo.com,Jersey,2021-10-30,1683,125,2024-08-12,6,1339.66,Middle Electronics,Accessories,312,,,
26,April Wheeler,julie07@yahoo.com,Jersey,2021-10-30,4771,88,2024-07-27,7,854.41,Human Electronics,Furniture,191,,,
26,April Wheeler,julie07@yahoo.com,Jersey,2021-10-30,8008,356,2024-09-30,7,264.22,Tend Books,Accessories,237,,,
27,Emily Evans,meagan05@gibbs.com,Sao Tome and Principe,2021-08-06,3116,406,2024-01-05,7,604.02,Resource Books,Accessories,19,,,
27,Emily Evans,meagan05@gibbs.com,Sao Tome and Principe,2021-08-06,8098,295,2024-08-29,1,517.8,Red Clothing,Clothing,61,,,
27,Emily Evans,meagan05@gibbs.com,Sao Tome and Principe,2021-08-06,8542,350,2024-02-07,1,698.63,Type Books,Books,201,,,
27,Emily Evans,meagan05@gibbs.com,Sao Tome and Principe,2021-08-06,9951,416,2024-02-24,8,92.2,Less Accessories,Books,222,,,
28,Michelle Cunningham,youngkyle@hotmail.com,Angola,2021-01-20,3389,263,2024-07-01,4,579.32,Firm Furniture,Electronics,76,,,
28,Michelle Cunningham,youngkyle@hotmail.com,Angola,2021-01-20,3807,86,2024-05-15,9,1140.44,Old Books,Accessories,67,,,
28,Michelle Cunningham,youngkyle@hotmail.com,Angola,2021-01-20,7228,188,2024-07-21,4,615.59,None Furniture,Clothing,279,,,
28,Michelle Cunningham,youngkyle@hotmail.com,Angola,2021-01-20,8316,154,2024-06-12,10,103.52,Along Clothing,Electronics,449,,,
28,Michelle Cunningham,youngkyle@hotmail.com,Angola,2021-01-20,8482,355,2024-03-21,7,238.32,Have Clothing,Accessories,256,,,
28,Michelle Cunningham,youngkyle@hotmail.com,Angola,2021-01-20,9885,219,2024-04-11,2,1481.09,Activity Clothing,Books,334,,,
29,Veronica Summers,stephenbaldwin@hotmail.com,Bouvet Island (Bouvetoya),2021-07-29,1843,371,2024-09-07,4,1187.17,Hundred Books,Clothing,163,,,
29,Veronica Summers,stephenbaldwin@hotmail.com,Bouvet Island (Bouvetoya),2021-07-29,5274,193,2024-10-16,8,502.79,Increase Books,Furniture,440,,,
29,Veronica Summers,stephenbaldwin@hotmail.com,Bouvet Island (Bouvetoya),2021-07-29,7304,23,2024-07-29,10,20.45,Indeed Books,Accessories,483,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,2725,323,2024-01-18,6,725.12,Finish Furniture,Books,363,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,2744,179,2024-09-29,4,222.72,Also Electronics,Books,410,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,5978,465,2024-04-08,1,1336.07,Identify Furniture,Furniture,358,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,6251,199,2024-02-24,5,625.42,Huge Clothing,Books,282,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,8099,78,2024-08-26,6,410.66,Capital Electronics,Electronics,134,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,8278,466,2024-03-11,8,452.57,Administration Accessories,Clothing,53,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,8289,489,2024-09-15,8,862.56,Simply Electronics,Clothing,151,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,8794,336,2024-02-15,9,1330.33,Far Furniture,Electronics,57,,,
30,Stacey Wood,john90@yahoo.com,Tajikistan,2020-08-20,9367,270,2024-02-02,1,26.77,Hundred Electronics,Electronics,476,,,
31,Katrina Young,holdenkyle@horton.com,Dominica,2020-11-29,708,6,2024-08-02,10,1448.02,This Furniture,Books,164,,,
31,Katrina Young,holdenkyle@horton.com,Dominica,2020-11-29,722,449,2024-08-06,9,675.28,Market Furniture,Accessories,395,,,
31,Katrina Young,holdenkyle@horton.com,Dominica,2020-11-29,1128,24,2024-05-19,6,1254.2,Although Clothing,Clothing,182,,,
31,Katrina Young,holdenkyle@horton.com,Dominica,2020-11-29,4103,407,2024-01-24,8,947.87,Positive Clothing,Accessories,51,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,2158,64,2024-08-08,6,575.73,Professor Electronics,Clothing,235,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,3101,62,2024-05-11,3,1270.67,Sport Books,Furniture,23,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,3827,327,2024-06-12,6,1100.54,Future Books,Clothing,87,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,4439,125,2024-05-30,8,1021.73,Middle Electronics,Accessories,312,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,7074,272,2024-06-04,7,959.83,Include Accessories,Books,349,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,7750,140,2024-03-11,9,470.67,Stage Books,Clothing,270,,,
32,Ernest Nguyen,jatkins@dyer-stephens.com,Burkina Faso,2020-08-13,9816,99,2024-03-02,8,536.02,Attention Clothing,Electronics,35,,,
33,Megan Mullins,jacksonmichael@hayes.biz,Northern Mariana Islands,2020-08-27,3887,336,2024-04-07,6,298.12,Far Furniture,Electronics,57,,,
33,Megan Mullins,jacksonmichael@hayes.biz,Northern Mariana Islands,2020-08-27,5429,386,2024-07-04,8,1153.92,Note Furniture,Clothing,356,,,
34,Michael Parsons,fieldskathryn@johnson-martinez.com,Yemen,2021-06-22,872,279,2024-08-15,6,230.26,Prove Furniture,Furniture,55,,,
34,Michael Parsons,fieldskathryn@johnson-martinez.com,Yemen,2021-06-22,4517,115,2024-08-22,10,1487.95,People Electronics,Clothing,13,,,
34,Michael Parsons,fieldskathryn@johnson-martinez.com,Yemen,2021-06-22,5031,434,2024-07-18,9,93.69,Agreement Books,Electronics,378,,,
34,Michael Parsons,fieldskathryn@johnson-martinez.com,Yemen,2021-06-22,5477,79,2024-09-25,10,434.69,Study Furniture,Electronics,456,,,
34,Michael Parsons,fieldskathryn@johnson-martinez.com,Yemen,2021-06-22,6424,485,2024-06-25,5,603.24,Simply Furniture,Books,109,,,
35,Susan Castillo,frichardson@sandoval.biz,Peru,2024-07-09,2341,135,2024-09-10,5,455.44,Point Clothing,Electronics,183,,,
35,Susan Castillo,frichardson@sandoval.biz,Peru,2024-07-09,3626,398,2024-05-07,3,469.88,Sense Books,Furniture,376,,,
35,Susan Castillo,frichardson@sandoval.biz,Peru,2024-07-09,6191,193,2024-02-14,1,606.18,Increase Books,Furniture,440,,,
35,Susan Castillo,frichardson@sandoval.biz,Peru,2024-07-09,7283,175,2024-03-11,9,46.94,Join Electronics,Books,308,,,
36,Molly Hamilton,rsmith@castro.biz,Mauritania,2021-12-14,6143,165,2024-04-27,6,1266.39,Phone Clothing,Accessories,152,,,
36,Molly Hamilton,rsmith@castro.biz,Mauritania,2021-12-14,8476,129,2024-04-29,2,115.88,Expert Books,Accessories,181,,,
37,Jody Meyers,ashleymoore@gmail.com,Pitcairn Islands,2020-06-25,4662,92,2024-07-28,4,714.79,Wonder Clothing,Furniture,403,,,
37,Jody Meyers,ashleymoore@gmail.com,Pitcairn Islands,2020-06-25,5674,62,2024-03-02,10,1158.28,Sport Books,Furniture,23,,,
37,Jody Meyers,ashleymoore@gmail.com,Pitcairn Islands,2020-06-25,6442,144,2024-07-24,10,432.62,Feel Clothing,Books,326,,,
37,Jody Meyers,ashleymoore@gmail.com,Pitcairn Islands,2020-06-25,9694,229,2024-07-28,9,1255.38,Court Accessories,Clothing,475,,,
38,Alice Williams,nedwards@yahoo.com,Saint Vincent and the Grenadines,2024-04-28,2955,233,2024-05-26,6,639.42,Stock Accessories,Clothing,284,,,
38,Alice Williams,nedwards@yahoo.com,Saint Vincent and the Grenadines,2024-04-28,4387,2,2024-07-26,4,1342.08,Relationship Furniture,Books,302,,,
39,Heather Waller,marshallashley@davis-orozco.org,Sri Lanka,2021-06-29,4037,331,2024-05-06,10,176.37,Mention Furniture,Books,459,,,
39,Heather Waller,marshallashley@davis-orozco.org,Sri Lanka,2021-06-29,5941,324,2024-07-21,2,236.6,Food Electronics,Electronics,147,,,
39,Heather Waller,marshallashley@davis-orozco.org,Sri Lanka,2021-06-29,6984,447,2024-06-07,5,1390.83,Exactly Clothing,Books,200,,,
39,Heather Waller,marshallashley@davis-orozco.org,Sri Lanka,2021-06-29,9145,186,2024-08-25,4,1369.76,Your Electronics,Furniture,183,,,
40,David Fletcher,mortontammy@gmail.com,Aruba,2023-11-20,47,410,2024-02-05,5,572.03,Grow Furniture,Clothing,320,,,
40,David Fletcher,mortontammy@gmail.com,Aruba,2023-11-20,614,125,2024-02-27,9,1404.99,Middle Electronics,Accessories,312,,,
40,David Fletcher,mortontammy@gmail.com,Aruba,2023-11-20,1779,200,2024-08-09,9,329.48,Eight Accessories,Electronics,62,,,
40,David Fletcher,mortontammy@gmail.com,Aruba,2023-11-20,7003,440,2024-10-16,10,1142.87,Statement Books,Electronics,491,,,
42,Stephen Haynes,perrysean@martin-huang.com,Niger,2023-04-02,3675,145,2024-04-30,6,836.39,Answer Books,Books,67,,,
43,Isaiah Roberts,smithtina@yahoo.com,Reunion,2022-12-27,4935,189,2024-02-10,10,977.45,Agree Electronics,Furniture,357,,,
43,Isaiah Roberts,smithtina@yahoo.com,Reunion,2022-12-27,6464,366,2024-08-19,5,627.22,And Furniture,Furniture,209,,,
44,Kimberly Schaefer,melissa20@cook-estrada.com,Marshall Islands,2023-02-17,9294,147,2024-09-22,9,756.59,Impact Books,Books,213,,,
44,Kimberly Schaefer,melissa20@cook-estrada.com,Marshall Islands,2023-02-17,9762,128,2024-02-18,5,732.41,Office Furniture,Furniture,347,,,
45,Melissa Wells,tamara00@johnson-soto.biz,Isle of Man,2021-11-20,1282,213,2024-08-05,10,1313.45,Fall Accessories,Books,310,,,
45,Melissa Wells,tamara00@johnson-soto.biz,Isle of Man,2021-11-20,5789,285,2024-09-21,8,126.98,Future Electronics,Accessories,357,,,
46,Brittany Hernandez,lmiller@hotmail.com,Uganda,2023-12-21,1406,262,2024-10-04,7,1153.3,Collection Books,Electronics,218,,,
46,Brittany Hernandez,lmiller@hotmail.com,Uganda,2023-12-21,7268,127,2024-08-12,7,858.85,Accept Furniture,Electronics,182,,,
48,Daniel Terry,ffischer@curtis.com,Afghanistan,2021-06-07,2630,195,2024-10-23,7,1486.26,Value Furniture,Electronics,138,,,
48,Daniel Terry,ffischer@curtis.com,Afghanistan,2021-06-07,9127,469,2024-06-09,10,873.35,Film Books,Accessories,183,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,316,116,2024-08-10,3,82.01,Us Books,Furniture,468,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,5421,198,2024-09-01,1,433.31,Read Books,Books,144,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,5424,340,2024-10-20,1,1304.89,Responsibility Accessories,Electronics,361,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,6890,469,2024-09-30,10,981.1,Film Books,Accessories,183,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,6961,331,2024-06-02,8,1014.02,Mention Furniture,Books,459,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,7044,293,2024-07-11,4,661.31,Executive Books,Accessories,115,,,
49,Daniel Hall,chrismendoza@yahoo.com,Saudi Arabia,2022-08-04,7399,36,2024-05-01,7,89.36,Figure Clothing,Accessories,132,,,
50,Keith Reid,garciaalyssa@hotmail.com,Papua New Guinea,2023-04-26,3247,170,2024-04-10,1,107.92,Play Accessories,Books,300,,,
50,Keith Reid,garciaalyssa@hotmail.com,Papua New Guinea,2023-04-26,4934,52,2024-02-19,1,415.32,Situation Books,Accessories,442,,,
51,Michael Powell,calvingomez@mitchell.com,Saint Pierre and Miquelon,2024-10-13,9010,213,2024-04-03,5,1079.43,Fall Accessories,Books,310,,,
52,Casey Stevens,jason79@kelley-mcintosh.com,Saint Martin,2022-05-24,1025,250,2024-01-12,6,1379.68,Mention Electronics,Clothing,456,,,
52,Casey Stevens,jason79@kelley-mcintosh.com,Saint Martin,2022-05-24,2635,463,2024-05-05,10,1333.09,Power Accessories,Electronics,358,,,
52,Casey Stevens,jason79@kelley-mcintosh.com,Saint Martin,2022-05-24,7678,77,2024-06-03,1,984.9,Almost Furniture,Accessories,306,,,
53,Jacob Morgan,morenorobert@yahoo.com,Tokelau,2020-07-03,3515,8,2024-01-18,6,934.44,Upon Accessories,Books,350,,,
53,Jacob Morgan,morenorobert@yahoo.com,Tokelau,2020-07-03,5592,177,2024-01-09,3,1438.19,Part Furniture,Furniture,493,,,
54,Jason Leblanc,jessicamiller@anderson.com,Tanzania,2020-10-28,2239,85,2024-08-06,7,595.87,Less Books,Books,369,,,
54,Jason Leblanc,jessicamiller@anderson.com,Tanzania,2020-10-28,2897,320,2024-01-30,7,1184.32,Product Books,Books,298,,,
54,Jason Leblanc,jessicamiller@anderson.com,Tanzania,2020-10-28,7210,103,2024-08-26,9,860.43,Drop Clothing,Books,103,,,
54,Jason Leblanc,jessicamiller@anderson.com,Tanzania,2020-10-28,7883,355,2024-10-17,7,912.39,Have Clothing,Accessories,256,,,
55,Devon Bates,nmarks@yahoo.com,Nepal,2023-12-09,4544,19,2024-09-20,4,1245.95,Fund Furniture,Electronics,406,,,
55,Devon Bates,nmarks@yahoo.com,Nepal,2023-12-09,4892,313,2024-01-04,10,233.76,Three Books,Clothing,294,,,
55,Devon Bates,nmarks@yahoo.com,Nepal,2023-12-09,5411,69,2024-10-11,1,669.17,Church Clothing,Accessories,93,,,
55,Devon Bates,nmarks@yahoo.com,Nepal,2023-12-09,6039,280,2024-08-14,1,457.27,Pick Accessories,Accessories,496,,,
55,Devon Bates,nmarks@yahoo.com,Nepal,2023-12-09,6404,469,2024-01-06,9,1090.4,Film Books,Accessories,183,,,
56,Laura Smith,ewilliams@gmail.com,Bahamas,2023-11-30,79,16,2024-10-02,10,140.03,Reason Accessories,Accessories,41,,,
56,Laura Smith,ewilliams@gmail.com,Bahamas,2023-11-30,1081,14,2024-05-30,10,804.1,Research Clothing,Accessories,410,,,
56,Laura Smith,ewilliams@gmail.com,Bahamas,2023-11-30,3604,152,2024-06-29,4,1077.44,Huge Clothing,Clothing,375,,,
56,Laura Smith,ewilliams@gmail.com,Bahamas,2023-11-30,4331,311,2024-05-24,6,458.19,Future Clothing,Clothing,238,,,
57,Samuel Spencer,krausejose@gmail.com,Martinique,2020-09-24,1550,390,2024-03-17,2,1230.64,Whether Furniture,Clothing,162,,,
57,Samuel Spencer,krausejose@gmail.com,Martinique,2020-09-24,2690,330,2024-05-06,9,721.82,Whose Clothing,Clothing,118,,,
57,Samuel Spencer,krausejose@gmail.com,Martinique,2020-09-24,2813,441,2024-01-06,2,358.33,Herself Furniture,Accessories,52,,,
57,Samuel Spencer,krausejose@gmail.com,Martinique,2020-09-24,9478,39,2024-07-20,3,196.14,Inside Electronics,Accessories,250,,,
58,Andrew Gutierrez,welchjennifer@davis.com,British Indian Ocean Territory (Chagos Archipelago),2021-12-10,2855,315,2024-03-09,8,940.58,Offer Electronics,Clothing,162,,,
59,Emma Freeman,andersonjennifer@wong.com,Afghanistan,2021-02-08,3951,62,2024-01-05,9,692.2,Sport Books,Furniture,23,,,
60,Maria Wood,gregory80@yahoo.com,Mayotte,2024-02-03,8113,86,2024-04-06,9,722.38,Old Books,Accessories,67,,,
60,Maria Wood,gregory80@yahoo.com,Mayotte,2024-02-03,9377,409,2024-03-07,7,1296.76,Body Books,Accessories,128,,,
61,Alicia Nelson,ybailey@yahoo.com,Russian Federation,2021-04-15,7058,147,2024-02-14,7,1150.93,Impact Books,Books,213,,,
61,Alicia Nelson,ybailey@yahoo.com,Russian Federation,2021-04-15,7985,388,2024-10-08,9,964.53,Learn Books,Clothing,163,,,
61,Alicia Nelson,ybailey@yahoo.com,Russian Federation,2021-04-15,9837,372,2024-02-27,3,608.18,Go Books,Electronics,18,,,
62,Brandy Ortiz,david26@hotmail.com,Zambia,2024-07-04,946,170,2024-09-07,9,43.34,Play Accessories,Books,300,,,
